PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Feed-Forward Arbiter,Least squares Regression,10,2.1,0.8405
Feed-Forward Arbiter,Least squares Regression,10,2.2,0.839
Feed-Forward Arbiter,Least squares Regression,10,2.3,0.8395
Feed-Forward Arbiter,Least squares Regression,10,2.4,0.841
Feed-Forward Arbiter,Least squares Regression,10,2.5,0.8405
Feed-Forward Arbiter,Least squares Regression,10,2.6,0.8375
Feed-Forward Arbiter,Least squares Regression,10,2.7,0.837
Feed-Forward Arbiter,Least squares Regression,10,2.8,0.838
Feed-Forward Arbiter,Least squares Regression,10,2.9,0.8395
Feed-Forward Arbiter,Least squares Regression,20,0.8,0.8335
Feed-Forward Arbiter,Least squares Regression,20,0.9,0.834
Feed-Forward Arbiter,Least squares Regression,20,1.0,0.8335
Feed-Forward Arbiter,Least squares Regression,20,1.1,0.833
Feed-Forward Arbiter,Least squares Regression,20,1.2,0.8335
Feed-Forward Arbiter,Least squares Regression,20,1.3,0.8335
Feed-Forward Arbiter,Least squares Regression,20,1.4,0.833
Feed-Forward Arbiter,Least squares Regression,20,1.5,0.8335
Feed-Forward Arbiter,Least squares Regression,20,1.6,0.834
Feed-Forward Arbiter,Least squares Regression,20,1.7,0.8345
Feed-Forward Arbiter,Least squares Regression,20,1.8,0.836
Feed-Forward Arbiter,Least squares Regression,20,1.9,0.835
Feed-Forward Arbiter,Least squares Regression,20,2.0,0.8365
Feed-Forward Arbiter,Least squares Regression,20,2.1,0.8385
Feed-Forward Arbiter,Least squares Regression,20,2.2,0.8405
Feed-Forward Arbiter,Least squares Regression,20,2.3,0.839
Feed-Forward Arbiter,Least squares Regression,20,2.4,0.8395
Feed-Forward Arbiter,Least squares Regression,20,2.5,0.841
Feed-Forward Arbiter,Least squares Regression,20,2.6,0.841
Feed-Forward Arbiter,Least squares Regression,20,2.7,0.8375
Feed-Forward Arbiter,Least squares Regression,20,2.8,0.837
Feed-Forward Arbiter,Least squares Regression,20,2.9,0.8375
Feed-Forward Arbiter,Least squares Regression,30,0.8,0.833
Feed-Forward Arbiter,Least squares Regression,30,0.9,0.834
Feed-Forward Arbiter,Least squares Regression,30,1.0,0.8345
Feed-Forward Arbiter,Least squares Regression,30,1.1,0.8325
Feed-Forward Arbiter,Least squares Regression,30,1.2,0.8335
Feed-Forward Arbiter,Least squares Regression,30,1.3,0.8335
Feed-Forward Arbiter,Least squares Regression,30,1.4,0.833
Feed-Forward Arbiter,Least squares Regression,30,1.5,0.834
Feed-Forward Arbiter,Least squares Regression,30,1.6,0.833
Feed-Forward Arbiter,Least squares Regression,30,1.7,0.834
Feed-Forward Arbiter,Least squares Regression,30,1.8,0.8355
Feed-Forward Arbiter,Least squares Regression,30,1.9,0.8365
Feed-Forward Arbiter,Least squares Regression,30,2.0,0.8355
Feed-Forward Arbiter,Least squares Regression,30,2.1,0.837
Feed-Forward Arbiter,Least squares Regression,30,2.2,0.8385
Feed-Forward Arbiter,Least squares Regression,30,2.3,0.84
Feed-Forward Arbiter,Least squares Regression,30,2.4,0.839
Feed-Forward Arbiter,Least squares Regression,30,2.5,0.8395
Feed-Forward Arbiter,Least squares Regression,30,2.6,0.841
Feed-Forward Arbiter,Least squares Regression,30,2.7,0.841
Feed-Forward Arbiter,Least squares Regression,30,2.8,0.837
Feed-Forward Arbiter,Least squares Regression,30,2.9,0.8375
Feed-Forward Arbiter,Least squares Regression,40,0.8,0.8335
Feed-Forward Arbiter,Least squares Regression,40,0.9,0.8345
Feed-Forward Arbiter,Least squares Regression,40,1.0,0.834
Feed-Forward Arbiter,Least squares Regression,40,1.1,0.8335
Feed-Forward Arbiter,Least squares Regression,40,1.2,0.833
Feed-Forward Arbiter,Least squares Regression,40,1.3,0.8335
Feed-Forward Arbiter,Least squares Regression,40,1.4,0.8335
Feed-Forward Arbiter,Least squares Regression,40,1.5,0.8325
Feed-Forward Arbiter,Least squares Regression,40,1.6,0.8335
Feed-Forward Arbiter,Least squares Regression,40,1.7,0.833
Feed-Forward Arbiter,Least squares Regression,40,1.8,0.834
Feed-Forward Arbiter,Least squares Regression,40,1.9,0.836
Feed-Forward Arbiter,Least squares Regression,40,2.0,0.8355
Feed-Forward Arbiter,Least squares Regression,40,2.1,0.836
Feed-Forward Arbiter,Least squares Regression,40,2.2,0.837
Feed-Forward Arbiter,Least squares Regression,40,2.3,0.8385
Feed-Forward Arbiter,Least squares Regression,40,2.4,0.8385
Feed-Forward Arbiter,Least squares Regression,40,2.5,0.839
Feed-Forward Arbiter,Least squares Regression,40,2.6,0.8395
Feed-Forward Arbiter,Least squares Regression,40,2.7,0.8405
Feed-Forward Arbiter,Least squares Regression,40,2.8,0.841
Feed-Forward Arbiter,Least squares Regression,40,2.9,0.837
Feed-Forward Arbiter,Least squares Regression,50,0.8,0.832
Feed-Forward Arbiter,Least squares Regression,50,0.9,0.8335
Feed-Forward Arbiter,Least squares Regression,50,1.0,0.834
Feed-Forward Arbiter,Least squares Regression,50,1.1,0.8345
Feed-Forward Arbiter,Least squares Regression,50,1.2,0.8325
Feed-Forward Arbiter,Least squares Regression,50,1.3,0.8335
Feed-Forward Arbiter,Least squares Regression,50,1.4,0.834
Feed-Forward Arbiter,Least squares Regression,50,1.5,0.8335
Feed-Forward Arbiter,Least squares Regression,50,1.6,0.8335
Feed-Forward Arbiter,Least squares Regression,50,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,50,1.8,0.834
Feed-Forward Arbiter,Least squares Regression,50,1.9,0.8345
Feed-Forward Arbiter,Least squares Regression,50,2.0,0.836
Feed-Forward Arbiter,Least squares Regression,50,2.1,0.8355
Feed-Forward Arbiter,Least squares Regression,50,2.2,0.8365
Feed-Forward Arbiter,Least squares Regression,50,2.3,0.8375
Feed-Forward Arbiter,Least squares Regression,50,2.4,0.839
Feed-Forward Arbiter,Least squares Regression,50,2.5,0.8385
Feed-Forward Arbiter,Least squares Regression,50,2.6,0.839
Feed-Forward Arbiter,Least squares Regression,50,2.7,0.839
Feed-Forward Arbiter,Least squares Regression,50,2.8,0.8405
Feed-Forward Arbiter,Least squares Regression,50,2.9,0.8405
Feed-Forward Arbiter,Least squares Regression,60,0.8,0.833
Feed-Forward Arbiter,Least squares Regression,60,0.9,0.833
Feed-Forward Arbiter,Least squares Regression,60,1.0,0.8345
Feed-Forward Arbiter,Least squares Regression,60,1.1,0.8345
Feed-Forward Arbiter,Least squares Regression,60,1.2,0.833
Feed-Forward Arbiter,Least squares Regression,60,1.3,0.833
Feed-Forward Arbiter,Least squares Regression,60,1.4,0.8335
Feed-Forward Arbiter,Least squares Regression,60,1.5,0.8335
Feed-Forward Arbiter,Least squares Regression,60,1.6,0.833
Feed-Forward Arbiter,Least squares Regression,60,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,60,1.8,0.833
Feed-Forward Arbiter,Least squares Regression,60,1.9,0.834
Feed-Forward Arbiter,Least squares Regression,60,2.0,0.8345
Feed-Forward Arbiter,Least squares Regression,60,2.1,0.836
Feed-Forward Arbiter,Least squares Regression,60,2.2,0.835
Feed-Forward Arbiter,Least squares Regression,60,2.3,0.8375
Feed-Forward Arbiter,Least squares Regression,60,2.4,0.838
Feed-Forward Arbiter,Least squares Regression,60,2.5,0.839
Feed-Forward Arbiter,Least squares Regression,60,2.6,0.8385
Feed-Forward Arbiter,Least squares Regression,60,2.7,0.839
Feed-Forward Arbiter,Least squares Regression,60,2.8,0.839
Feed-Forward Arbiter,Least squares Regression,60,2.9,0.84
Feed-Forward Arbiter,Least squares Regression,70,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,70,0.9,0.8335
Feed-Forward Arbiter,Least squares Regression,70,1.0,0.8345
Feed-Forward Arbiter,Least squares Regression,70,1.1,0.834
Feed-Forward Arbiter,Least squares Regression,70,1.2,0.834
Feed-Forward Arbiter,Least squares Regression,70,1.3,0.8325
Feed-Forward Arbiter,Least squares Regression,70,1.4,0.8335
Feed-Forward Arbiter,Least squares Regression,70,1.5,0.8345
Feed-Forward Arbiter,Least squares Regression,70,1.6,0.8335
Feed-Forward Arbiter,Least squares Regression,70,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,70,1.8,0.8335
Feed-Forward Arbiter,Least squares Regression,70,1.9,0.8325
Feed-Forward Arbiter,Least squares Regression,70,2.0,0.834
Feed-Forward Arbiter,Least squares Regression,70,2.1,0.8355
Feed-Forward Arbiter,Least squares Regression,70,2.2,0.836
Feed-Forward Arbiter,Least squares Regression,70,2.3,0.835
Feed-Forward Arbiter,Least squares Regression,70,2.4,0.837
Feed-Forward Arbiter,Least squares Regression,70,2.5,0.838
Feed-Forward Arbiter,Least squares Regression,70,2.6,0.839
Feed-Forward Arbiter,Least squares Regression,70,2.7,0.839
Feed-Forward Arbiter,Least squares Regression,70,2.8,0.839
Feed-Forward Arbiter,Least squares Regression,70,2.9,0.839
Feed-Forward Arbiter,Least squares Regression,80,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,80,0.9,0.833
Feed-Forward Arbiter,Least squares Regression,80,1.0,0.834
Feed-Forward Arbiter,Least squares Regression,80,1.1,0.8335
Feed-Forward Arbiter,Least squares Regression,80,1.2,0.8345
Feed-Forward Arbiter,Least squares Regression,80,1.3,0.833
Feed-Forward Arbiter,Least squares Regression,80,1.4,0.833
Feed-Forward Arbiter,Least squares Regression,80,1.5,0.8335
Feed-Forward Arbiter,Least squares Regression,80,1.6,0.833
Feed-Forward Arbiter,Least squares Regression,80,1.7,0.833
Feed-Forward Arbiter,Least squares Regression,80,1.8,0.834
Feed-Forward Arbiter,Least squares Regression,80,1.9,0.8335
Feed-Forward Arbiter,Least squares Regression,80,2.0,0.8335
Feed-Forward Arbiter,Least squares Regression,80,2.1,0.834
Feed-Forward Arbiter,Least squares Regression,80,2.2,0.8355
Feed-Forward Arbiter,Least squares Regression,80,2.3,0.8365
Feed-Forward Arbiter,Least squares Regression,80,2.4,0.835
Feed-Forward Arbiter,Least squares Regression,80,2.5,0.837
Feed-Forward Arbiter,Least squares Regression,80,2.6,0.838
Feed-Forward Arbiter,Least squares Regression,80,2.7,0.839
Feed-Forward Arbiter,Least squares Regression,80,2.8,0.839
Feed-Forward Arbiter,Least squares Regression,80,2.9,0.839
Feed-Forward Arbiter,Least squares Regression,90,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,90,0.9,0.8325
Feed-Forward Arbiter,Least squares Regression,90,1.0,0.833
Feed-Forward Arbiter,Least squares Regression,90,1.1,0.8345
Feed-Forward Arbiter,Least squares Regression,90,1.2,0.834
Feed-Forward Arbiter,Least squares Regression,90,1.3,0.8335
Feed-Forward Arbiter,Least squares Regression,90,1.4,0.8325
Feed-Forward Arbiter,Least squares Regression,90,1.5,0.8335
Feed-Forward Arbiter,Least squares Regression,90,1.6,0.834
Feed-Forward Arbiter,Least squares Regression,90,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,90,1.8,0.8325
Feed-Forward Arbiter,Least squares Regression,90,1.9,0.8335
Feed-Forward Arbiter,Least squares Regression,90,2.0,0.833
Feed-Forward Arbiter,Least squares Regression,90,2.1,0.8345
Feed-Forward Arbiter,Least squares Regression,90,2.2,0.8345
Feed-Forward Arbiter,Least squares Regression,90,2.3,0.836
Feed-Forward Arbiter,Least squares Regression,90,2.4,0.8355
Feed-Forward Arbiter,Least squares Regression,90,2.5,0.8355
Feed-Forward Arbiter,Least squares Regression,90,2.6,0.8375
Feed-Forward Arbiter,Least squares Regression,90,2.7,0.838
Feed-Forward Arbiter,Least squares Regression,90,2.8,0.839
Feed-Forward Arbiter,Least squares Regression,90,2.9,0.839
Feed-Forward Arbiter,Least squares Regression,100,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,100,0.9,0.8325
Feed-Forward Arbiter,Least squares Regression,100,1.0,0.8335
Feed-Forward Arbiter,Least squares Regression,100,1.1,0.834
Feed-Forward Arbiter,Least squares Regression,100,1.2,0.834
Feed-Forward Arbiter,Least squares Regression,100,1.3,0.8345
Feed-Forward Arbiter,Least squares Regression,100,1.4,0.8325
Feed-Forward Arbiter,Least squares Regression,100,1.5,0.833
Feed-Forward Arbiter,Least squares Regression,100,1.6,0.8335
Feed-Forward Arbiter,Least squares Regression,100,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,100,1.8,0.8335
Feed-Forward Arbiter,Least squares Regression,100,1.9,0.833
Feed-Forward Arbiter,Least squares Regression,100,2.0,0.8335
Feed-Forward Arbiter,Least squares Regression,100,2.1,0.8325
Feed-Forward Arbiter,Least squares Regression,100,2.2,0.834
Feed-Forward Arbiter,Least squares Regression,100,2.3,0.8345
Feed-Forward Arbiter,Least squares Regression,100,2.4,0.836
Feed-Forward Arbiter,Least squares Regression,100,2.5,0.8355
Feed-Forward Arbiter,Least squares Regression,100,2.6,0.836
Feed-Forward Arbiter,Least squares Regression,100,2.7,0.8365
Feed-Forward Arbiter,Least squares Regression,100,2.8,0.838
Feed-Forward Arbiter,Least squares Regression,100,2.9,0.839
Feed-Forward Arbiter,Least squares Regression,110,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,110,0.9,0.8325
Feed-Forward Arbiter,Least squares Regression,110,1.0,0.833
Feed-Forward Arbiter,Least squares Regression,110,1.1,0.8335
Feed-Forward Arbiter,Least squares Regression,110,1.2,0.8345
Feed-Forward Arbiter,Least squares Regression,110,1.3,0.8345
Feed-Forward Arbiter,Least squares Regression,110,1.4,0.8335
Feed-Forward Arbiter,Least squares Regression,110,1.5,0.8325
Feed-Forward Arbiter,Least squares Regression,110,1.6,0.8335
Feed-Forward Arbiter,Least squares Regression,110,1.7,0.834
Feed-Forward Arbiter,Least squares Regression,110,1.8,0.8335
Feed-Forward Arbiter,Least squares Regression,110,1.9,0.833
Feed-Forward Arbiter,Least squares Regression,110,2.0,0.834
Feed-Forward Arbiter,Least squares Regression,110,2.1,0.8335
Feed-Forward Arbiter,Least squares Regression,110,2.2,0.8335
Feed-Forward Arbiter,Least squares Regression,110,2.3,0.834
Feed-Forward Arbiter,Least squares Regression,110,2.4,0.835
Feed-Forward Arbiter,Least squares Regression,110,2.5,0.836
Feed-Forward Arbiter,Least squares Regression,110,2.6,0.8355
Feed-Forward Arbiter,Least squares Regression,110,2.7,0.836
Feed-Forward Arbiter,Least squares Regression,110,2.8,0.837
Feed-Forward Arbiter,Least squares Regression,110,2.9,0.838
Feed-Forward Arbiter,Least squares Regression,120,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,120,0.9,0.8325
Feed-Forward Arbiter,Least squares Regression,120,1.0,0.8325
Feed-Forward Arbiter,Least squares Regression,120,1.1,0.833
Feed-Forward Arbiter,Least squares Regression,120,1.2,0.8345
Feed-Forward Arbiter,Least squares Regression,120,1.3,0.834
Feed-Forward Arbiter,Least squares Regression,120,1.4,0.8345
Feed-Forward Arbiter,Least squares Regression,120,1.5,0.8325
Feed-Forward Arbiter,Least squares Regression,120,1.6,0.833
Feed-Forward Arbiter,Least squares Regression,120,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,120,1.8,0.8335
Feed-Forward Arbiter,Least squares Regression,120,1.9,0.8335
Feed-Forward Arbiter,Least squares Regression,120,2.0,0.833
Feed-Forward Arbiter,Least squares Regression,120,2.1,0.8335
Feed-Forward Arbiter,Least squares Regression,120,2.2,0.833
Feed-Forward Arbiter,Least squares Regression,120,2.3,0.834
Feed-Forward Arbiter,Least squares Regression,120,2.4,0.834
Feed-Forward Arbiter,Least squares Regression,120,2.5,0.8355
Feed-Forward Arbiter,Least squares Regression,120,2.6,0.836
Feed-Forward Arbiter,Least squares Regression,120,2.7,0.8355
Feed-Forward Arbiter,Least squares Regression,120,2.8,0.836
Feed-Forward Arbiter,Least squares Regression,120,2.9,0.837
Feed-Forward Arbiter,Least squares Regression,130,0.8,0.8325
Feed-Forward Arbiter,Least squares Regression,130,0.9,0.8325
Feed-Forward Arbiter,Least squares Regression,130,1.0,0.8325
Feed-Forward Arbiter,Least squares Regression,130,1.1,0.8335
Feed-Forward Arbiter,Least squares Regression,130,1.2,0.8335
Feed-Forward Arbiter,Least squares Regression,130,1.3,0.8335
Feed-Forward Arbiter,Least squares Regression,130,1.4,0.8345
Feed-Forward Arbiter,Least squares Regression,130,1.5,0.8335
Feed-Forward Arbiter,Least squares Regression,130,1.6,0.8325
Feed-Forward Arbiter,Least squares Regression,130,1.7,0.8335
Feed-Forward Arbiter,Least squares Regression,130,1.8,0.8335
Feed-Forward Arbiter,Least squares Regression,130,1.9,0.833
Feed-Forward Arbiter,Least squares Regression,130,2.0,0.833
Feed-Forward Arbiter,Least squares Regression,130,2.1,0.833
Feed-Forward Arbiter,Least squares Regression,130,2.2,0.8335
Feed-Forward Arbiter,Least squares Regression,130,2.3,0.8325
Feed-Forward Arbiter,Least squares Regression,130,2.4,0.834
Feed-Forward Arbiter,Least squares Regression,130,2.5,0.8345
Feed-Forward Arbiter,Least squares Regression,130,2.6,0.836
Feed-Forward Arbiter,Least squares Regression,130,2.7,0.8365
Feed-Forward Arbiter,Least squares Regression,130,2.8,0.8355
Feed-Forward Arbiter,Least squares Regression,130,2.9,0.836
Feed-Forward Arbiter,Least squares Regression,140,0.8,0.833
Feed-Forward Arbiter,Least squares Regression,140,0.9,0.8325
Feed-Forward Arbiter,Least squares Regression,140,1.0,0.8325
Feed-Forward Arbiter,Least squares Regression,140,1.1,0.833
Feed-Forward Arbiter,Least squares Regression,140,1.2,0.8335
Feed-Forward Arbiter,Least squares Regression,140,1.3,0.8345
Feed-Forward Arbiter,Least squares Regression,140,1.4,0.8335
Feed-Forward Arbiter,Least squares Regression,140,1.5,0.8345
Feed-Forward Arbiter,Least squares Regression,140,1.6,0.8325
Feed-Forward Arbiter,Least squares Regression,140,1.7,0.833
Feed-Forward Arbiter,Least squares Regression,140,1.8,0.8335
Feed-Forward Arbiter,Least squares Regression,140,1.9,0.834
Feed-Forward Arbiter,Least squares Regression,140,2.0,0.8335
Feed-Forward Arbiter,Least squares Regression,140,2.1,0.833
Feed-Forward Arbiter,Least squares Regression,140,2.2,0.834
Feed-Forward Arbiter,Least squares Regression,140,2.3,0.8335
Feed-Forward Arbiter,Least squares Regression,140,2.4,0.833
Feed-Forward Arbiter,Least squares Regression,140,2.5,0.834
Feed-Forward Arbiter,Least squares Regression,140,2.6,0.8345
Feed-Forward Arbiter,Least squares Regression,140,2.7,0.836
Feed-Forward Arbiter,Least squares Regression,140,2.8,0.836
Feed-Forward Arbiter,Least squares Regression,140,2.9,0.835
