PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
4-XOR Arbiter,Least squares Regression,30,2.3,0.505
4-XOR Arbiter,Least squares Regression,30,2.4,0.5045
4-XOR Arbiter,Least squares Regression,30,2.5,0.508
4-XOR Arbiter,Least squares Regression,30,2.6,0.506
4-XOR Arbiter,Least squares Regression,30,2.7,0.5055
4-XOR Arbiter,Least squares Regression,30,2.8,0.5085
4-XOR Arbiter,Least squares Regression,30,2.9,0.5125
4-XOR Arbiter,Least squares Regression,40,0.8,0.511
4-XOR Arbiter,Least squares Regression,40,0.9,0.511
4-XOR Arbiter,Least squares Regression,40,1.0,0.5095
4-XOR Arbiter,Least squares Regression,40,1.1,0.509
4-XOR Arbiter,Least squares Regression,40,1.2,0.5085
4-XOR Arbiter,Least squares Regression,40,1.3,0.509
4-XOR Arbiter,Least squares Regression,40,1.4,0.506
4-XOR Arbiter,Least squares Regression,40,1.5,0.5055
4-XOR Arbiter,Least squares Regression,40,1.6,0.5035
4-XOR Arbiter,Least squares Regression,40,1.7,0.506
4-XOR Arbiter,Least squares Regression,40,1.8,0.507
4-XOR Arbiter,Least squares Regression,40,1.9,0.5065
4-XOR Arbiter,Least squares Regression,40,2.0,0.5085
4-XOR Arbiter,Least squares Regression,40,2.1,0.5095
4-XOR Arbiter,Least squares Regression,40,2.2,0.51
4-XOR Arbiter,Least squares Regression,40,2.3,0.509
4-XOR Arbiter,Least squares Regression,40,2.4,0.5055
4-XOR Arbiter,Least squares Regression,40,2.5,0.5045
4-XOR Arbiter,Least squares Regression,40,2.6,0.508
4-XOR Arbiter,Least squares Regression,40,2.7,0.506
4-XOR Arbiter,Least squares Regression,40,2.8,0.5055
4-XOR Arbiter,Least squares Regression,40,2.9,0.5085
4-XOR Arbiter,Least squares Regression,50,0.8,0.5105
4-XOR Arbiter,Least squares Regression,50,0.9,0.5095
4-XOR Arbiter,Least squares Regression,50,1.0,0.5115
4-XOR Arbiter,Least squares Regression,50,1.1,0.509
4-XOR Arbiter,Least squares Regression,50,1.2,0.5075
4-XOR Arbiter,Least squares Regression,50,1.3,0.509
4-XOR Arbiter,Least squares Regression,50,1.4,0.5065
4-XOR Arbiter,Least squares Regression,50,1.5,0.5045
4-XOR Arbiter,Least squares Regression,50,1.6,0.505
4-XOR Arbiter,Least squares Regression,50,1.7,0.504
4-XOR Arbiter,Least squares Regression,50,1.8,0.5075
4-XOR Arbiter,Least squares Regression,50,1.9,0.509
4-XOR Arbiter,Least squares Regression,50,2.0,0.508
4-XOR Arbiter,Least squares Regression,50,2.1,0.5085
4-XOR Arbiter,Least squares Regression,50,2.2,0.5095
4-XOR Arbiter,Least squares Regression,50,2.3,0.51
4-XOR Arbiter,Least squares Regression,50,2.4,0.509
4-XOR Arbiter,Least squares Regression,50,2.5,0.505
4-XOR Arbiter,Least squares Regression,50,2.6,0.5045
4-XOR Arbiter,Least squares Regression,50,2.7,0.508
4-XOR Arbiter,Least squares Regression,50,2.8,0.5065
4-XOR Arbiter,Least squares Regression,50,2.9,0.5055
4-XOR Arbiter,Least squares Regression,60,0.8,0.5105
4-XOR Arbiter,Least squares Regression,60,0.9,0.5105
4-XOR Arbiter,Least squares Regression,60,1.0,0.5115
4-XOR Arbiter,Least squares Regression,60,1.1,0.5105
4-XOR Arbiter,Least squares Regression,60,1.2,0.5075
4-XOR Arbiter,Least squares Regression,60,1.3,0.5085
4-XOR Arbiter,Least squares Regression,60,1.4,0.509
4-XOR Arbiter,Least squares Regression,60,1.5,0.5055
4-XOR Arbiter,Least squares Regression,60,1.6,0.5045
4-XOR Arbiter,Least squares Regression,60,1.7,0.5035
4-XOR Arbiter,Least squares Regression,60,1.8,0.505
4-XOR Arbiter,Least squares Regression,60,1.9,0.5075
4-XOR Arbiter,Least squares Regression,60,2.0,0.51
4-XOR Arbiter,Least squares Regression,60,2.1,0.508
4-XOR Arbiter,Least squares Regression,60,2.2,0.509
4-XOR Arbiter,Least squares Regression,60,2.3,0.5095
4-XOR Arbiter,Least squares Regression,60,2.4,0.5105
4-XOR Arbiter,Least squares Regression,60,2.5,0.5095
4-XOR Arbiter,Least squares Regression,60,2.6,0.505
4-XOR Arbiter,Least squares Regression,60,2.7,0.5045
4-XOR Arbiter,Least squares Regression,60,2.8,0.5075
4-XOR Arbiter,Least squares Regression,60,2.9,0.506
4-XOR Arbiter,Least squares Regression,70,0.8,0.5105
4-XOR Arbiter,Least squares Regression,70,0.9,0.511
4-XOR Arbiter,Least squares Regression,70,1.0,0.511
4-XOR Arbiter,Least squares Regression,70,1.1,0.51
4-XOR Arbiter,Least squares Regression,70,1.2,0.509
4-XOR Arbiter,Least squares Regression,70,1.3,0.508
4-XOR Arbiter,Least squares Regression,70,1.4,0.509
4-XOR Arbiter,Least squares Regression,70,1.5,0.5065
4-XOR Arbiter,Least squares Regression,70,1.6,0.5045
4-XOR Arbiter,Least squares Regression,70,1.7,0.5055
4-XOR Arbiter,Least squares Regression,70,1.8,0.5035
4-XOR Arbiter,Least squares Regression,70,1.9,0.506
4-XOR Arbiter,Least squares Regression,70,2.0,0.506
4-XOR Arbiter,Least squares Regression,70,2.1,0.508
4-XOR Arbiter,Least squares Regression,70,2.2,0.5085
4-XOR Arbiter,Least squares Regression,70,2.3,0.51
4-XOR Arbiter,Least squares Regression,70,2.4,0.5105
4-XOR Arbiter,Least squares Regression,70,2.5,0.51
4-XOR Arbiter,Least squares Regression,70,2.6,0.51
4-XOR Arbiter,Least squares Regression,70,2.7,0.505
4-XOR Arbiter,Least squares Regression,70,2.8,0.5045
4-XOR Arbiter,Least squares Regression,70,2.9,0.507
4-XOR Arbiter,Least squares Regression,80,0.8,0.5115
4-XOR Arbiter,Least squares Regression,80,0.9,0.51
4-XOR Arbiter,Least squares Regression,80,1.0,0.5095
4-XOR Arbiter,Least squares Regression,80,1.1,0.5115
4-XOR Arbiter,Least squares Regression,80,1.2,0.509
4-XOR Arbiter,Least squares Regression,80,1.3,0.5075
4-XOR Arbiter,Least squares Regression,80,1.4,0.5085
4-XOR Arbiter,Least squares Regression,80,1.5,0.509
4-XOR Arbiter,Least squares Regression,80,1.6,0.506
4-XOR Arbiter,Least squares Regression,80,1.7,0.5045
4-XOR Arbiter,Least squares Regression,80,1.8,0.5045
4-XOR Arbiter,Least squares Regression,80,1.9,0.5035
4-XOR Arbiter,Least squares Regression,80,2.0,0.508
4-XOR Arbiter,Least squares Regression,80,2.1,0.5085
4-XOR Arbiter,Least squares Regression,80,2.2,0.5065
4-XOR Arbiter,Least squares Regression,80,2.3,0.509
4-XOR Arbiter,Least squares Regression,80,2.4,0.509
4-XOR Arbiter,Least squares Regression,80,2.5,0.511
4-XOR Arbiter,Least squares Regression,80,2.6,0.5105
4-XOR Arbiter,Least squares Regression,80,2.7,0.51
4-XOR Arbiter,Least squares Regression,80,2.8,0.5055
4-XOR Arbiter,Least squares Regression,80,2.9,0.5045
4-XOR Arbiter,Least squares Regression,90,0.8,0.511
4-XOR Arbiter,Least squares Regression,90,0.9,0.511
4-XOR Arbiter,Least squares Regression,90,1.0,0.5105
4-XOR Arbiter,Least squares Regression,90,1.1,0.511
4-XOR Arbiter,Least squares Regression,90,1.2,0.5095
4-XOR Arbiter,Least squares Regression,90,1.3,0.5085
4-XOR Arbiter,Least squares Regression,90,1.4,0.508
4-XOR Arbiter,Least squares Regression,90,1.5,0.509
4-XOR Arbiter,Least squares Regression,90,1.6,0.507
4-XOR Arbiter,Least squares Regression,90,1.7,0.505
4-XOR Arbiter,Least squares Regression,90,1.8,0.5055
4-XOR Arbiter,Least squares Regression,90,1.9,0.504
4-XOR Arbiter,Least squares Regression,90,2.0,0.5045
4-XOR Arbiter,Least squares Regression,90,2.1,0.508
4-XOR Arbiter,Least squares Regression,90,2.2,0.509
4-XOR Arbiter,Least squares Regression,90,2.3,0.5075
4-XOR Arbiter,Least squares Regression,90,2.4,0.5095
4-XOR Arbiter,Least squares Regression,90,2.5,0.5085
4-XOR Arbiter,Least squares Regression,90,2.6,0.5095
4-XOR Arbiter,Least squares Regression,90,2.7,0.5105
4-XOR Arbiter,Least squares Regression,90,2.8,0.51
4-XOR Arbiter,Least squares Regression,90,2.9,0.5055
4-XOR Arbiter,Least squares Regression,100,0.8,0.512
4-XOR Arbiter,Least squares Regression,100,0.9,0.5105
4-XOR Arbiter,Least squares Regression,100,1.0,0.511
4-XOR Arbiter,Least squares Regression,100,1.1,0.51
4-XOR Arbiter,Least squares Regression,100,1.2,0.5115
4-XOR Arbiter,Least squares Regression,100,1.3,0.509
4-XOR Arbiter,Least squares Regression,100,1.4,0.5075
4-XOR Arbiter,Least squares Regression,100,1.5,0.5085
4-XOR Arbiter,Least squares Regression,100,1.6,0.509
4-XOR Arbiter,Least squares Regression,100,1.7,0.506
4-XOR Arbiter,Least squares Regression,100,1.8,0.5045
4-XOR Arbiter,Least squares Regression,100,1.9,0.505
4-XOR Arbiter,Least squares Regression,100,2.0,0.5035
4-XOR Arbiter,Least squares Regression,100,2.1,0.506
4-XOR Arbiter,Least squares Regression,100,2.2,0.507
4-XOR Arbiter,Least squares Regression,100,2.3,0.51
4-XOR Arbiter,Least squares Regression,100,2.4,0.508
4-XOR Arbiter,Least squares Regression,100,2.5,0.5085
4-XOR Arbiter,Least squares Regression,100,2.6,0.509
4-XOR Arbiter,Least squares Regression,100,2.7,0.51
4-XOR Arbiter,Least squares Regression,100,2.8,0.51
4-XOR Arbiter,Least squares Regression,100,2.9,0.509
4-XOR Arbiter,Least squares Regression,110,0.8,0.513
4-XOR Arbiter,Least squares Regression,110,0.9,0.5105
4-XOR Arbiter,Least squares Regression,110,1.0,0.5105
4-XOR Arbiter,Least squares Regression,110,1.1,0.5095
4-XOR Arbiter,Least squares Regression,110,1.2,0.5115
4-XOR Arbiter,Least squares Regression,110,1.3,0.51
4-XOR Arbiter,Least squares Regression,110,1.4,0.509
4-XOR Arbiter,Least squares Regression,110,1.5,0.508
4-XOR Arbiter,Least squares Regression,110,1.6,0.509
4-XOR Arbiter,Least squares Regression,110,1.7,0.5085
4-XOR Arbiter,Least squares Regression,110,1.8,0.506
4-XOR Arbiter,Least squares Regression,110,1.9,0.5045
4-XOR Arbiter,Least squares Regression,110,2.0,0.504
4-XOR Arbiter,Least squares Regression,110,2.1,0.504
4-XOR Arbiter,Least squares Regression,110,2.2,0.5075
4-XOR Arbiter,Least squares Regression,110,2.3,0.5055
4-XOR Arbiter,Least squares Regression,110,2.4,0.5085
4-XOR Arbiter,Least squares Regression,110,2.5,0.508
4-XOR Arbiter,Least squares Regression,110,2.6,0.5085
4-XOR Arbiter,Least squares Regression,110,2.7,0.5095
4-XOR Arbiter,Least squares Regression,110,2.8,0.5095
4-XOR Arbiter,Least squares Regression,110,2.9,0.51
4-XOR Arbiter,Least squares Regression,120,0.8,0.512
4-XOR Arbiter,Least squares Regression,120,0.9,0.511
4-XOR Arbiter,Least squares Regression,120,1.0,0.511
4-XOR Arbiter,Least squares Regression,120,1.1,0.5105
4-XOR Arbiter,Least squares Regression,120,1.2,0.5105
4-XOR Arbiter,Least squares Regression,120,1.3,0.51
4-XOR Arbiter,Least squares Regression,120,1.4,0.509
4-XOR Arbiter,Least squares Regression,120,1.5,0.507
4-XOR Arbiter,Least squares Regression,120,1.6,0.5085
4-XOR Arbiter,Least squares Regression,120,1.7,0.509
4-XOR Arbiter,Least squares Regression,120,1.8,0.506
4-XOR Arbiter,Least squares Regression,120,1.9,0.5045
4-XOR Arbiter,Least squares Regression,120,2.0,0.506
4-XOR Arbiter,Least squares Regression,120,2.1,0.504
4-XOR Arbiter,Least squares Regression,120,2.2,0.5035
4-XOR Arbiter,Least squares Regression,120,2.3,0.5075
4-XOR Arbiter,Least squares Regression,120,2.4,0.5085
4-XOR Arbiter,Least squares Regression,120,2.5,0.5075
4-XOR Arbiter,Least squares Regression,120,2.6,0.5085
4-XOR Arbiter,Least squares Regression,120,2.7,0.509
4-XOR Arbiter,Least squares Regression,120,2.8,0.5095
4-XOR Arbiter,Least squares Regression,120,2.9,0.51
4-XOR Arbiter,Least squares Regression,130,0.8,0.5115
4-XOR Arbiter,Least squares Regression,130,0.9,0.5115
4-XOR Arbiter,Least squares Regression,130,1.0,0.511
4-XOR Arbiter,Least squares Regression,130,1.1,0.511
4-XOR Arbiter,Least squares Regression,130,1.2,0.51
4-XOR Arbiter,Least squares Regression,130,1.3,0.5115
4-XOR Arbiter,Least squares Regression,130,1.4,0.511
4-XOR Arbiter,Least squares Regression,130,1.5,0.508
4-XOR Arbiter,Least squares Regression,130,1.6,0.508
4-XOR Arbiter,Least squares Regression,130,1.7,0.509
4-XOR Arbiter,Least squares Regression,130,1.8,0.5095
4-XOR Arbiter,Least squares Regression,130,1.9,0.506
4-XOR Arbiter,Least squares Regression,130,2.0,0.504
4-XOR Arbiter,Least squares Regression,130,2.1,0.505
4-XOR Arbiter,Least squares Regression,130,2.2,0.5035
4-XOR Arbiter,Least squares Regression,130,2.3,0.5055
4-XOR Arbiter,Least squares Regression,130,2.4,0.5075
4-XOR Arbiter,Least squares Regression,130,2.5,0.5085
4-XOR Arbiter,Least squares Regression,130,2.6,0.507
4-XOR Arbiter,Least squares Regression,130,2.7,0.509
4-XOR Arbiter,Least squares Regression,130,2.8,0.5095
4-XOR Arbiter,Least squares Regression,130,2.9,0.5095
4-XOR Arbiter,Least squares Regression,140,0.8,0.512
4-XOR Arbiter,Least squares Regression,140,0.9,0.5125
4-XOR Arbiter,Least squares Regression,140,1.0,0.5105
4-XOR Arbiter,Least squares Regression,140,1.1,0.5105
4-XOR Arbiter,Least squares Regression,140,1.2,0.51
4-XOR Arbiter,Least squares Regression,140,1.3,0.5115
4-XOR Arbiter,Least squares Regression,140,1.4,0.5095
4-XOR Arbiter,Least squares Regression,140,1.5,0.5085
4-XOR Arbiter,Least squares Regression,140,1.6,0.507
4-XOR Arbiter,Least squares Regression,140,1.7,0.5085
4-XOR Arbiter,Least squares Regression,140,1.8,0.5085
4-XOR Arbiter,Least squares Regression,140,1.9,0.5065
4-XOR Arbiter,Least squares Regression,140,2.0,0.5045
4-XOR Arbiter,Least squares Regression,140,2.1,0.5055
4-XOR Arbiter,Least squares Regression,140,2.2,0.504
4-XOR Arbiter,Least squares Regression,140,2.3,0.5045
4-XOR Arbiter,Least squares Regression,140,2.4,0.506
4-XOR Arbiter,Least squares Regression,140,2.5,0.507
4-XOR Arbiter,Least squares Regression,140,2.6,0.5095
4-XOR Arbiter,Least squares Regression,140,2.7,0.5075
4-XOR Arbiter,Least squares Regression,140,2.8,0.5085
4-XOR Arbiter,Least squares Regression,140,2.9,0.51
